Title,factory_name,date_reported,num_affected,buyers,response_action,allegation_summary,issue_groups,Response Link,source_link,factory_lower
#573 - ,,2024-07-29,,"Calliope (Buyer),House (part of LPP S.A) (Buyer),LPP Spółka Akcyjna (Buyer),OVS SpA (Former buyer),Promod (Reported buyer),Sinsay (part of LPP S.A.) (Buyer),Teddy Group (Buyer)","WHM Myanmar allegedly supplies to LPP (for Sinsay and House), Promod, OVS SpA and Teddy Group (for Calliope); LPP, Promod and OVS SpA provided a response to a request for comment from the Resource Centre. Promod stated it does not source from the factory. OVS SpA stated it no longer sourced from the factory. Teddy Group did not respond.","In July 2024, it was reported that workers at WHM Myanmar are facing a series of violations, including workers forced to work overtime on Sundays without a day off, causing health problems, the factory transport arriving late at 4am for workers who work overnight, giving them no time to sleep before their next shift, mosquito bites from sleeping overnight in the factory due to late overtime shifts and workers working nonstop for seven hours without a break.","Denial of leave,Inhumane work rates and mandatory overtime,Unsafe working conditions",,https://www.business-humanrights.org/en/latest-news/myanmar-workers-say-they-have-to-work-seven-days-per-week-have-no-time-to-sleep-between-shifts-and-work-in-unsanitary-conditions-at-whm-garment-factory/?utm_source=mosaic&utm_medium=api,
#572 - Myanmar Long Sheng Fashion,Myanmar Long Sheng Fashion,2024-07-29,2000.0,,,"In July 2024, it was reported that workers at Myanmar Long Sheng Fashion are facing a series of violations, including excessive mandatory overtime overnight, affecting workers' health, workers treated badly if they don't work overtime, the Workplace Coordination Committee not solving workers' problems, excessive production targets and verbal abuse if workers don't meet targets, and underage workers hired as day labourers and denied leave, benefits or regular pay, and forced to work at the same level as adult workers.","Attacks on freedom of association,Child labour,Denial of leave,Denial of permanent contracts,Gender-based violence and harassment,Harassment intimidation and abuse,Inhumane work rates and mandatory overtime,Reduced wages and wage theft,Unsafe working conditions",,https://www.business-humanrights.org/en/latest-news/myanmar-garment-workers-say-theyre-forced-to-work-20-hours-a-day-among-other-abuses/?utm_source=mosaic&utm_medium=api,myanmar long sheng fashion
#571 - Feng Teng Garment,Feng Teng Garment,2024-07-23,500.0,,,"In July 2024, it was reported that workers at Feng Teng Garment are facing a series of violations, including excessive production targets, verbal abuse if targets are not met, day labourers hired who are denied holidays, receive low wages, denied permanent status and sometimes fired without compensation after three months, child labour, mandatory overtime making workers tired, workers denied leave incl. sick leave or they face wage cuts, denial of social security benefits, unclean and damaged toilets, no clinic at the factory, and workers who resign denied their full wages.","Child labour,Denial of leave,Denial of permanent contracts,Gender-based violence and harassment,Harassment intimidation and abuse,Inhumane work rates and mandatory overtime,Reduced wages and wage theft",,https://www.business-humanrights.org/en/latest-news/myanmar-garment-workers-at-feng-teng-garment-report-multiple-abuses-incl-excessive-targets-mandatory-overtime/?utm_source=mosaic&utm_medium=api,feng teng garment
#570 - Myanmar Guotai Huasheng Glory Fashion,Myanmar Guotai Huasheng Glory Fashion,2024-07-18,600.0,"Auchan (Buyer),Carrefour (Former buyer),InExtenso (part of Auchan) (Buyer),Lidl (Former buyer),Primark (part of Associated British Foods) (Former buyer),Tendam (Reported buyer)","Myanmar Guotai Huasheng Glory Fashion allegedly supplies to or has supplied to Auchan (for inextenso), Tendam, Primark, Carrefour, LIDL ; Auchan, Tendam and Carrefour provided a response to a request for comment from the Resource Centre. Tendam stated it does not source from the factory. LIDL and Primark have previously informed us they no longer source from the factory.","In July 2024, it was reported that workers at Myanmar Guotai Huasheng Glory Fashion Garment are facing a series of violations, including workers denied sick leave and allowances cut if they take leave for health problems, verbal abuse if workers take leave, excessive production targets despite limited workers on production lines, workers pressured to sign a contract to work extra overtime, workers forced to work overtime every Sunday without a break, and pregnant workers told to leave.","Denial of leave,Gender-based violence and harassment,Harassment intimidation and abuse,Inhumane work rates and mandatory overtime,Reduced wages and wage theft,Unfair dismissal,Unsafe working conditions",https://www.business-humanrights.org/en/latest-news/myanmar-european-brands-response-to-alleged-pregnancy-discrimination-leave-wage-violations-among-garment-supply-chain-workers/?utm_source=mosaic&utm_medium=api,https://www.business-humanrights.org/en/latest-news/myanmar-workers-face-series-of-abuses-including-pregnancy-discrimination-at-garment-factory/?utm_source=mosaic&utm_medium=api,myanmar guotai huasheng glory fashion
#569 - Kseng garment factory,Kseng garment factory,2024-07-18,900.0,"Clique (part of New Wave Group) (Buyer),Cutter & Buck (part of New Wave Group) (Buyer),Matalan (Former buyer),New Wave Group (Buyer),New Yorker (Buyer),Orsay (Buyer),Springfield (part of Tendam) (Buyer),Tendam (Former buyer)","Kseng allegedly supplies to New Wave Group (for Cutter & Buck and Clique), New Yorker, Tendam (for Springfield), and Orsay; New Wave Group and Tendam provided a response to a request for comment from the Resource Centre. Orsay and New Yorker did not. Matalan stated its last orders from Kseng were shipped out in October 2024 and final payments were made end November. Tendam stated that the factory has not been part of its production network since 2023.","In July 2024, it was reported that workers at Kseng (Myanmar) Apparel are facing a series of violations, including mandatory overtime everyday, sometimes until dawn, with only half an hour at the end of the day for lunch, workers getting tired and sick from the overtime,  a Workplace Coordination Committee member pressuring workers to meet targets as a line leader. Workers wages were reportedly cut for 11 days in April for not working 2 days a week, when the factory was closed, despite not informing workers of the closure. The excessive overtime has been raised with the Yangon Division labour office, but has been accused of failing to help the workers.","Gender-based violence and harassment,Harassment intimidation and abuse,Inhumane work rates and mandatory overtime,Unsafe working conditions",https://www.business-humanrights.org/en/latest-news/myanmar-garment-workers-at-kseng-apparel-report-labour-abuses-incl-hours-wage-violations/?utm_source=mosaic&utm_medium=api,https://www.business-humanrights.org/en/latest-news/myanmar-garment-workers-forced-into-excessive-overtime-face-salary-cuts-and-unsafe-conditions/?utm_source=mosaic&utm_medium=api,kseng garment factory
#568 - De Xin,De Xin,2024-07-17,500.0,"Frasers Group (Buyer),Prenatal (Buyer),Voyager (Buyer)","De Xin allegedly supplies to Prenatal, Frasers Group and Voyager; none of the brands provided a response to a request for comment from the Resource Centre.","In July 2024, it was reported that workers at De Xin Myanmar Garment are facing a series of violations, including unclean and unsafe toilets and cafeteria, and verbal abuse and managers kicking things during meal breaks.","Gender-based violence and harassment,Harassment intimidation and abuse,Unsafe working conditions",https://www.business-humanrights.org/en/latest-news/myanmar-workers-denied-leave-and-forced-to-work-excessive-overtime-at-garment-factory-incl-co-responses/?utm_source=mosaic&utm_medium=api,https://www.business-humanrights.org/en/latest-news/myanmar-workers-at-de-xin-myanmar-garment-factory-face-labour-rights-abuses-incl-excessive-mandatory-overting/?utm_source=mosaic&utm_medium=api,de xin
#567 - He MeT,He MeT,2024-07-17,1050.0,"LPP Spółka Akcyjna (Reported buyer),MO (part of Sonae Group) (Buyer),Sinsay (part of LPP S.A.) (Reported buyer),Sonae (Buyer),Takko (Reported buyer)","He MeT allegedly supplies to LPP (for Sinsay), MO and Takko; LPP and Takko provided a response to a request for comment from the Resource Centre, stating they do not source from the factory. MO did not respond.","In July 2024, it was reported that workers at He MeT are facing a series of violations, including workers forced to constantly work overnight shifts without time off, affecting their health, unpaid overtime, and workers getting injured while working and not receiving treatment.","Inhumane work rates and mandatory overtime,Reduced wages and wage theft,Unsafe working conditions",https://www.business-humanrights.org/en/latest-news/myanmar-garment-workers-facing-severe-injuries-denied-treatment-incl-co-responses/?utm_source=mosaic&utm_medium=api,https://www.business-humanrights.org/en/latest-news/myanmar-garment-workers-report-continued-workplace-abuses-after-inspection-at-garment-factory/?utm_source=mosaic&utm_medium=api,he met
#566 - Heng Li Garment,Heng Li Garment,2024-07-11,300.0,"House (part of LPP S.A) (Reported buyer),LPP Spółka Akcyjna (Reported buyer)","Heng Li Garment allegedly supplies to LPP (for its House brand); LPP provided a response to a request for comment from the Resource Centre, stating it does not source from the factory.","In July 2024, it was reported that workers at Heng Li Garment are facing a series of violations, including mandatory overtime without rest days incl. on Sundays, verbal abuse if workers don't work overtime or meet targets, unequal pay among workers across different roles, workers made to hold umbrellas while they sew due to rain leaking into the factory in certain areas, pregnant workers fired without reason, workers denied sick leave or access to the social security clinic, workers facing wage cuts, discrimination and harassment if they take a day off work.","Denial of leave,Gender-based violence and harassment,Harassment intimidation and abuse,Inhumane work rates and mandatory overtime,Reduced wages and wage theft,Unsafe working conditions",https://www.business-humanrights.org/en/latest-news/myanmar-workers-report-harassment-verbal-abuse-discrimination-pressure-at-garment-factory-incl-co-response/?utm_source=mosaic&utm_medium=api,https://www.business-humanrights.org/en/latest-news/myanmar-workers-face-verbal-abuse-pressure-to-meet-excessive-production-targets-at-garment-factory/?utm_source=mosaic&utm_medium=api,heng li garment
#565 - JOC Myanmar Garment,JOC Myanmar Garment,2024-07-11,2.0,"Alpen Group (Buyer),Burtle (Buyer),Dunlop Sports (Buyer)","JOC Myanmar allegedly supplies to Dunlop, Alpen Group and Burtle; None of the brands provided a response to a request for comment from the Resource Centre.","In July 2024, it was reported that two workers AT JOC Myanmar Garment were both fired unfairly for arguing.",Unfair dismissal,https://www.business-humanrights.org/en/latest-news/myanmar-garment-workers-protest-demanding-wage-increase-incl-co-response/?utm_source=mosaic&utm_medium=api,https://www.business-humanrights.org/en/latest-news/myanmar-garment-workers-protest-demanding-wage-increase-amid-increasing-living-costs/?utm_source=mosaic&utm_medium=api,joc myanmar garment
#564 - JOC Myanmar Garment,JOC Myanmar Garment,2024-07-11,800.0,"Alpen Group (Buyer),Burtle (Buyer),Dunlop Sports (Buyer)","JOC Myanmar allegedly supplies to Dunlop, Alpen Group and Burtle; None of the brands provided a response to a request for comment from the Resource Centre.","In July 2024, it was reported that workers at JOC Myanmar Knitwear are demanding a wage increase to 7,800 kyats and 40,000 kyats grade bonus, to address the recent rising in prices and living conditions.",Reduced wages and wage theft,https://www.business-humanrights.org/en/latest-news/myanmar-garment-workers-protest-demanding-wage-increase-incl-co-response/?utm_source=mosaic&utm_medium=api,https://www.business-humanrights.org/en/latest-news/myanmar-garment-workers-protest-demanding-wage-increase-amid-increasing-living-costs/?utm_source=mosaic&utm_medium=api,joc myanmar garment
#563 - Hengda (Myanmar) Apparel,Hengda (Myanmar) Apparel,2024-07-11,1500.0,"Hennes & Mauritz (H&M) (Buyer),Inditex (Reported buyer),Zara (part of Inditex) (Reported buyer)",Hengda (Myanmar) Apparel allegedly supplies to H&M; H&M provided a response to a request for comment from the Resource Centre. Inditex has previously informed the Resource Centre it does not source from the factory.,"In July 2024, it was reported that workers at Hengda Myanmar are facing a series of violations, including the continuation of excessive overtime following brand and labour office inspections, public scolding of workers who don't work overtime even if they are sick and the Workplace Coordination Committee unable to speak out for fear of being criticised.","Attacks on freedom of association,Gender-based violence and harassment,Harassment intimidation and abuse,Inhumane work rates and mandatory overtime",https://www.business-humanrights.org/en/latest-news/myanmar-garment-workers-face-continued-excessive-overtime-despite-inspections-incl-co-response/?utm_source=mosaic&utm_medium=api,https://www.business-humanrights.org/en/latest-news/myanmar-garment-workers-forced-to-work-overtime-following-brand-inspections/?utm_source=mosaic&utm_medium=api,hengda (myanmar) apparel
#562 - Toe Tet Garment,Toe Tet Garment,2024-07-10,160.0,,,"In December 2023, it was reported that workers at the Toe Tet garment factory were facing a series of violations incl. the hiring of child labourers, who were denied compensation for the factory relocation and social security benefits, verbal abuse if workers miss a day of work and workers forced to quit.","Child labour,Denial of leave,Gender-based violence and harassment,Harassment intimidation and abuse,Reduced wages and wage theft,Unfair dismissal",,https://www.business-humanrights.org/en/latest-news/myanmar-garment-workers-allege-factory-employs-child-workers-who-were-denied-owed-compensation-for-factory-relocation/?utm_source=mosaic&utm_medium=api,toe tet garment
#561 - Wonderful Apparel,Wonderful Apparel,2024-07-09,200.0,"Colin's (Buyer),Encuentro (Buyer),Kiabi (Reported buyer),New Yorker (Buyer),OCHNIK (Buyer),Pimkie (part of Association Familiale Mulliez) (Reported buyer),TROLLKIDS (Buyer),Zhejiang Semir Garment (Buyer)","Wonderful Apparel allegedly supplies to or has supplied to TROLLKIDS, Semir Garment, New Yorker, Encuentro, Colin's, OCHNIK, KIABI and Pimkie; TROLLKIDS, OCHNIK, Semir Garment, New Yorker, Encuentro and Colin's did not provide a response to a request for comment from the Resource Centre. KIABI and Pimkie have previously informed us that they do not source from the factory.","In July 2024, it was reported that workers at Wonderful Apparel are facing a series of violations, including workers forced to work all-night shifts without notice, no medicine or doctors available in the factory, and excessive production targets so workers are unable to drink water.","Inhumane work rates and mandatory overtime,Unsafe working conditions",https://www.business-humanrights.org/en/latest-news/myanmar-workers-at-wonderful-apparel-allegedly-forced-to-work-all-night-shifts-without-notice-among-other-violations/?utm_source=mosaic&utm_medium=api,https://www.business-humanrights.org/en/latest-news/myanmar-garment-workers-say-theyre-forced-to-work-all-night-with-no-notice-given-excessive-production-targets-and-denied-medicine-and-medical-care/?utm_source=mosaic&utm_medium=api,wonderful apparel
#560 - J-Land Myanmar,J-Land Myanmar,2024-07-06,1000.0,"Guess (Buyer),Mango (Reported buyer)",J-Land Myanmar allegedly supplies or has previously supplied to GUESS and MANGO; GUESS did not provide a response to a request for comment from the Resource Centre. MANGO has previously informed the Resource Centre it does not source from the factory.,"In July 2024, it was reported that workers at J-Land Myanmar are facing a series of violations, including workers forced to sign a document accepting a reduction in their wages.",Reduced wages and wage theft,https://www.business-humanrights.org/en/latest-news/myanmar-garment-workers-forced-to-sign-document-accepting-wage-reduction-incl-co-response/?utm_source=mosaic&utm_medium=api,https://www.business-humanrights.org/en/latest-news/myanmar-garment-workers-forced-to-accept-reduced-wages/?utm_source=mosaic&utm_medium=api,j-land myanmar
#559 - GYSEN (Myanmar) Apparel Co. Ltd,GYSEN (Myanmar) Apparel Co. Ltd,2024-07-05,60.0,"Dunnes Stores (Buyer),PEP&CO (Former buyer)","GYSEN (Myanmar) Apparel allegedly supplies to Pep&Co and Dunnes Stores; Dunnes Stores did not provide a response to a request for comment from the Resource Centre. In September 2024, Pep&Co informed the Resource Centre that it no longer sources from the factory.","In July 2024, it was reported that more than 60 trade union members had been dismissed and the union was dissolved. A complaint was filed but no action has been taken.","Attacks on freedom of association,Unfair dismissal",https://www.business-humanrights.org/en/latest-news/myanmar-union-members-dismissed-under-guise-of-reducing-workforce-due-to-lack-of-orders-incl-co-response/?utm_source=mosaic&utm_medium=api,https://www.business-humanrights.org/en/latest-news/myanmar-union-members-and-leaders-fired-under-pretext-of-reducing-workforce/?utm_source=mosaic&utm_medium=api,gysen (myanmar) apparel co. ltd
#558 - Tha Shu Myanmar Apparel,Tha Shu Myanmar Apparel,2024-07-03,1200.0,,,"In July 2024, it was reported that workers at Tha Shu (Myanmar) Glory Fashion are facing a series of violations, including workers forced to work overtime for seven hours without a break to eat, causing health issues, workers with health issues receiving a warning, conditions remaining the same despite an inspection by the relevant authorities, and excessive production targets.","Inhumane work rates and mandatory overtime,Unsafe working conditions",,https://www.business-humanrights.org/en/latest-news/myanmar-garment-workesr-forced-to-work-for-seven-hours-without-break-causing-health-issues/?utm_source=mosaic&utm_medium=api,tha shu myanmar apparel
#557 - Myanmar Lucky Fortune Garment,Myanmar Lucky Fortune Garment,2024-07-01,1000.0,"Auchan (Former buyer),Bestseller (Reported buyer),Encuentro (Buyer),InExtenso (part of Auchan) (Former buyer),Inditex (Former buyer),LC Waikiki (Buyer),LPP Spółka Akcyjna (Buyer),ONLY (part of Bestseller) (Reported buyer),Pull & Bear (part of Inditex) (Former buyer),Sinsay (part of LPP S.A.) (Buyer),Stradivarius (part of Inditex) (Former buyer),Workman (Buyer),Zara (part of Inditex) (Former buyer)","Myanmar Lucky Fortune Garment allegedly supplies to or has supplied to, Auchan (for Inextenso), LC Waikiki, , LPP (for Sinsay), Workman, Encuentro, Inditex (for ZARA, Pull&Bear and Stradivarius) and BESTELLER (for ONLY); Auchan, LPP and Workman provided a response to a request for comment from the Resource Centre. LC Waikiki and Encuentro did not. Auchan stated it had ceased operations with the factory, and its last orders were in October 2024. LPP stated the alleged abuses were at a Lucky Fortune unit that it does not cooperate with. Inditex has previously stated it no longer sources from the factory and has left Myanmar. BESTSELLER has previously stated it does not source from the factory.","In July 2024, it was reported that workers at Lucky Fortune Garment are facing a series of violations, including workers told that their wages have been cut by more than half, workers denied food or water if targets are not met, bonuses only given to supervisors if the targets are met, verbal abuse shouted through a microphone at the lines not meeting targets, and workers not able to take a day off due to illness and denied leave. The labour office reportedly came to inspect the violations and informed the employers in advance. The inspection found no issues.","Denial of leave,Gender-based violence and harassment,Harassment intimidation and abuse,Inhumane work rates and mandatory overtime,Reduced wages and wage theft,Unsafe working conditions",https://www.business-humanrights.org/en/latest-news/myanmar-workers-at-lucky-fortune-garment-allege-series-of-human-rights-violations-incl-denial-of-food-water-labour-rights-abuses/?utm_source=mosaic&utm_medium=api,https://www.business-humanrights.org/en/latest-news/myanmar-garment-workers-have-wages-slashed-in-half-and-denied-food-and-water-if-targets-arent-met/?utm_source=mosaic&utm_medium=api,myanmar lucky fortune garment
#556 - Myanmar Huasheng Golden,Myanmar Huasheng Golden,2024-07-01,1000.0,Benetton Group (Buyer),Myanmar Huasheng Golden allegedly supplies to Benetton Group; Benetton Group provided a response to a request for comment from the Resource Centre.,"In July 2024, it was reported that workers at Myanmar Huasheng Golden Garment factory are facing a series of violations, including workers forced to work all night every day in June, with officials forcing workers to sleep in the dark in the factory. Workers had to take the ferry back home at 5am. Workers are not given any breaks and are unable to eat, and report that the excessive working hours cause them to feel dizzy. If workers take time off work, their salary is reduced. Despite the factory being inspected by the Township Labour Office, workers were not able to speak to the inspectors freely, and were told what to say. The workers also report that the factory knew in advance that the labour office was coming to inspect the factory.","Denial of leave,Harassment intimidation and abuse,Inhumane work rates and mandatory overtime,Reduced wages and wage theft,Unsafe working conditions",https://www.business-humanrights.org/en/latest-news/myanmar-benetton-supply-chain-workers-report-series-of-labour-violations-incl-night-working-sleeping-at-the-factory/?utm_source=mosaic&utm_medium=api,https://www.business-humanrights.org/en/latest-news/myanmar-garment-factory-workers-allegedly-forced-to-work-all-night/?utm_source=mosaic&utm_medium=api,myanmar huasheng golden
#555 - Gold Emperor,Gold Emperor,2024-06-28,2000.0,,,"In June 2024, it was reported that workers at Gold Emperor shoe factory face a series of violations, including mandator overtime, including workers forced to work on Sundays without a day off and with limited breaks, causing health issues, threats of wage cuts if workers don't work overtime on weekends, and physical abuse.","Denial of leave,Gender-based violence and harassment,Harassment intimidation and abuse,Inhumane work rates and mandatory overtime,Reduced wages and wage theft,Unsafe working conditions",,https://www.business-humanrights.org/en/latest-news/myanmar-workers-at-shoe-factory-report-mandatory-overtime-physical-abuse-at-factory/?utm_source=mosaic&utm_medium=api,gold emperor
#554 - Full Rong,Full Rong,2024-06-28,500.0,,,"In June 2024, it was reported that workers at Full Rong are facing a series of violations, including mandatory overtime with workers forced to work all day and night without a day off, resulting in workers' health being affected incl. workers falling asleep at work and hitting their heads on the machines, and workers' wages cut if they don't work overtime.","Inhumane work rates and mandatory overtime,Reduced wages and wage theft,Unsafe working conditions",,https://www.business-humanrights.org/en/latest-news/myanmar-workers-forced-to-work-day-night-without-break/?utm_source=mosaic&utm_medium=api,full rong
#553 - Lita Myanmar,Lita Myanmar,2024-06-26,900.0,"Burtle (Buyer),Converse (part of Nike) (Reported buyer),Nike (Reported buyer),Toyo (Buyer)","Lita Myanmar allegedly supplies to Toyo, Nike (for its Converse brand) and Burtle; Nike provided a response to a request for comment from the Resource Centre, stating it does not source from the factory. Burtle and Toyo did not.","In June 2024, it was reported that a child labourer at Lita Myanmar was fired after being accused of taking clothes, and the army and police were called on to arrest workers.","Business-military collusion,Child labour",https://www.business-humanrights.org/en/latest-news/myanmar-police-called-on-workers-after-child-labourer-fired-for-reportedly-taking-clothes-from-the-factory-incl-co-response/?utm_source=mosaic&utm_medium=api,https://www.business-humanrights.org/en/latest-news/myanmar-garment-workers-report-multiple-labour-rights-abuses-incl-mandatory-overtime-denial-of-leave/?utm_source=mosaic&utm_medium=api,lita myanmar
#552 - Lita Myanmar,Lita Myanmar,2024-06-26,900.0,"Burtle (Buyer),Converse (part of Nike) (Reported buyer),Nike (Reported buyer),Toyo (Buyer)","Lita Myanmar allegedly supplies to Toyo, Nike (for its Converse brand) and Burtle; Nike provided a response to a request for comment from the Resource Centre, stating it does not source from the factory. Burtle and Toyo did not.","In June 2024, it was reported that workers at Lita Myanmar are facing a series of violations, including mandatory overtime on public holidays and all night without the factory providing transport to return home, reduced wages, workers threatened with dismissal if they miss more than three days of work, verbal abuse, excessive production targets so its difficult for workers to take a break to drink water, wage cuts if you take leave incl. medical leave, management taking pictures of workers with their phone, no water provided during meal breaks and no water in the restrooms, and workers forced to work in departments they don't have the skills for and dismissed if they refuse.","Denial of leave,Gender-based violence and harassment,Harassment intimidation and abuse,Inhumane work rates and mandatory overtime,Reduced wages and wage theft,Surveillance,Unfair dismissal,Unsafe working conditions",https://www.business-humanrights.org/en/latest-news/myanmar-police-called-on-workers-after-child-labourer-fired-for-reportedly-taking-clothes-from-the-factory-incl-co-response/?utm_source=mosaic&utm_medium=api,https://www.business-humanrights.org/en/latest-news/myanmar-garment-workers-report-multiple-labour-rights-abuses-incl-mandatory-overtime-denial-of-leave/?utm_source=mosaic&utm_medium=api,lita myanmar
#551 - Huafu Garment,Huafu Garment,2024-06-24,1200.0,SanMar (Buyer),Huafu Garment allegedly supplies to SanMar; SanMar did not provide a response to a request for comment from the Resource Centre.,"In June 2024, it was reported that workers at Huafu Garment are facing a series of violations, including day labourers denied permanent contracts and consequently denied social security benefits incl. paid leave and healthcare, child labourers expected to work at the same level as adults, excessive production targets, verbal abuse, wage cuts if workers take leave, workers fearing inspections by soldiers and arrest when leaving the factory late from mandatory overtime shifts, and the employers selecting members of the workplace coordination committee.","Attacks on freedom of association,Child labour,Denial of leave,Denial of permanent contracts,Gender-based violence and harassment,Harassment intimidation and abuse,Inhumane work rates and mandatory overtime,Reduced wages and wage theft,Unsafe working conditions",https://www.business-humanrights.org/en/latest-news/myanmar-workers-fear-arrest-or-inspection-by-soldiers-when-returning-home-after-mandatory-overtime-shifts-incl-co-response/?utm_source=mosaic&utm_medium=api,https://www.business-humanrights.org/en/latest-news/myanmar-workers-at-alleged-port-authority-supplier-report-multiple-labour-rights-abuses/?utm_source=mosaic&utm_medium=api,huafu garment
#550 - Sheng Mei,Sheng Mei,2024-06-21,800.0,"Bestseller (Buyer),Lidl (Former buyer),New Yorker (Buyer),OVS SpA (Former buyer),Shimamura (Buyer)","Sheng Mei allegedly supplies to or has previously supplied to LIDL, New Yorker, BESTSELLER and OVS SpA and Shimamura; LIDL, BESTSELLER and OVS SpA provided a response to a request for comment from the Resource Centre. New Yorker and Shimamura did not. LIDL stated it has not had a relationship with the factory since 2022 and OVS SpA stated it no longer sources from the factory.","In July 2024, it was reported that workers at Sheng Mei Garment are facing a series of violations, including denial of leave for public holidays, mandatory overtime shifts everyday without a day off and short 10-minute lunch breaks, reduction in overtime pay, bonuses and allowances, wage increases only applying to garment workers and excluding workers in other departments, the issuing of new rules for worker that reduce their rights and threatening to fire workers if they violate them, and the WCC failing to solve workers' problems as they are supervisors in the factory.","Attacks on freedom of association,Denial of leave,Harassment intimidation and abuse,Inhumane work rates and mandatory overtime,Reduced wages and wage theft",https://www.business-humanrights.org/en/latest-news/myanmar-garment-workers-forced-to-sign-contract-reducing-their-rights-or-face-dismissal-incl-co-responses/?utm_source=mosaic&utm_medium=api,https://www.business-humanrights.org/en/latest-news/myanmar-garment-workers-forced-to-sign-contract-reducing-their-rights/?utm_source=mosaic&utm_medium=api,sheng mei
#549 - Hengda (Myanmar) Apparel,Hengda (Myanmar) Apparel,2024-06-20,1500.0,Hennes & Mauritz (H&M) (Buyer),Hengda (Myanmar) allegedly supplies to H&M; H&M provided a response to a request for comment from the Resource Centre.,"In June 2024, it was reported that workers at Hengda (Myanmar) Apparel are facing a series of violations, including mandatory overtime everyday without days off and on public holidays, causing health issues and also security concerns when returning home late from work e.g. fear of arrest.","Inhumane work rates and mandatory overtime,Unsafe working conditions",https://www.business-humanrights.org/en/latest-news/myanmar-garment-workers-experiencing-health-issues-due-to-mandatory-overtime-incl-co-response/?utm_source=mosaic&utm_medium=api,https://www.business-humanrights.org/en/latest-news/myanmar-garment-workers-at-alleged-hm-supplier-pressured-to-work-overtime/?utm_source=mosaic&utm_medium=api,hengda (myanmar) apparel
#548 - North Shore Group,North Shore Group,2024-06-20,600.0,"Bergans (Former buyer),JD Sports Fashion (Former buyer),Schöffel (Former buyer),Vaude (Former buyer)","North Shore Group allegedly supplies or has supplied to Vaude, Schoffel, Bergans, and JD Sports; Vaude, Schoffel, Bergans provided a response to a request for comment from the Resource Centre, stating they were in the process of withdrawing production from the factory.  JD Sports previously stated it had ceased operations with North Shore Group in September 2021, and exited Myanmar in June 2022.","In June 2024, it was reported that workers at North Shore Group are facing a series of violations, including workers forced to work overtime on public holiday and workers forced to work overtime even if they're sick, only workers who have been trained by management for inspections being present during inspections, workers forced to clean the factory and non-payment of overtime.","Harassment intimidation and abuse,Inhumane work rates and mandatory overtime,Reduced wages and wage theft,Unsafe working conditions",https://www.business-humanrights.org/en/latest-news/myanmar-garment-workers-threatened-to-work-overtime-on-public-holiday-incl-co-responses/?utm_source=mosaic&utm_medium=api,https://www.business-humanrights.org/en/latest-news/myanmar-garment-workers-forced-to-work-overtime-against-their-will/?utm_source=mosaic&utm_medium=api,north shore group
#547 - He MeT,He MeT,2024-06-17,1000.0,"MO (part of Sonae Group) (Buyer),Takko (Reported buyer)",He MeT allegedly supplies to Takko and MO; Takko provided a response to a request for comment from the Resource Centre stating it does not source from the factory. MO did not respond.,"In June 2024, it was reported that workers at He MeT factory are facing a series of violations, including mandatory overtime on Sundays without paying overtime pay, day labourers hired on lower wages than permanent staff, child labourers hired in the factory and hidden when inspectors come, excessive production targets, verbal abuse, pregnant workers forced to resign, denial of social security benefits incl. medical leave and workers facing wage cuts when they take leave, and unclean restrooms.","Child labour,Denial of leave,Denial of permanent contracts,Gender-based violence and harassment,Harassment intimidation and abuse,Inhumane work rates and mandatory overtime,Reduced wages and wage theft,Unsafe working conditions",https://www.business-humanrights.org/en/latest-news/myanmar-garment-workers-report-multiple-abuses-at-factory-incl-mandatory-overtime-child-labour-verbal-abuse-incl-co-responses/?utm_source=mosaic&utm_medium=api,https://www.business-humanrights.org/en/latest-news/myanmar-garment-workers-report-violations-incl-mandatory-overtime-verbal-abuse-pregnancy-discrimination/?utm_source=mosaic&utm_medium=api,he met
#546 - Fuu Baii Houng Industrial,Fuu Baii Houng Industrial,2024-06-17,400.0,"LPP Spółka Akcyjna (Reported buyer),Sinsay (part of LPP S.A.) (Reported buyer)",Fuu Baii Houng Industrial allegedly supplies to LPP for its Sinsay brand; LPP provided a response to a request for comment from the Resource Centre stating it does not source from the factory.,"In June 2024, it was reported that workers at Fu Baii Houng Industrial are facing a series of violations, including child labourers hired at the factory forced to meet the same excessive production targets as adults, unable to go to the restroom due to the demands, and facing verbal abuse to meet the targets, high temperatures due to the lack of a fan, resulting in workers fainting, and no clinic at the factory.","Child labour,Harassment intimidation and abuse,Inhumane work rates and mandatory overtime,Unsafe working conditions",https://www.business-humanrights.org/en/latest-news/myanmar-supervisors-at-garment-factory-verbally-abuse-children-to-meet-excessive-production-targets-incl-co-response/?utm_source=mosaic&utm_medium=api,https://www.business-humanrights.org/en/latest-news/myanmar-children-hired-at-garment-factory-face-verbal-abuse-excessive-production-targets/?utm_source=mosaic&utm_medium=api,fuu baii houng industrial
